,Date,FTR,HomeTeam,AwayTeam,season,predictions,proba_H,proba_D,proba_A,score
0,2023-08-11,A,Burnley,Man City,season23,A,0.09797284752130508,0.14640429615974426,0.7556228041648865,0 v 3
1,2023-08-12,H,Arsenal,Nott'm Forest,season23,H,0.8316877484321594,0.09408698230981827,0.07422531396150589,2 v 1
2,2023-08-12,D,Bournemouth,West Ham,season23,A,0.3290003538131714,0.2775281071662903,0.39347153902053833,1 v 1
3,2023-08-12,H,Brighton,Luton,season23,H,0.7031081914901733,0.15784549713134766,0.1390462964773178,4 v 1
4,2023-08-12,A,Everton,Fulham,season23,H,0.3760332763195038,0.2771431803703308,0.3468235731124878,0 v 1
5,2023-08-12,A,Sheffield United,Crystal Palace,season23,A,0.29100650548934937,0.2605281174182892,0.44846540689468384,0 v 1
6,2023-08-12,H,Newcastle,Aston Villa,season23,H,0.5704396963119507,0.20832958817481995,0.22123071551322937,5 v 1
7,2023-08-13,D,Brentford,Tottenham,season23,A,0.3043474555015564,0.28172606229782104,0.41392651200294495,2 v 2
8,2023-08-13,D,Chelsea,Liverpool,season23,A,0.2825530469417572,0.26885783672332764,0.4485890865325928,1 v 1
9,2023-08-14,H,Man United,Wolves,season23,H,0.6926256418228149,0.16706158220767975,0.14031273126602173,1 v 0
10,2023-08-18,H,Nott'm Forest,Sheffield United,season23,H,0.4848463535308838,0.25085729360580444,0.2642963230609894,2 v 1
11,2023-08-19,A,Fulham,Brentford,season23,A,0.3338954448699951,0.3000970184803009,0.3660075068473816,0 v 3
12,2023-08-19,H,Liverpool,Bournemouth,season23,H,0.7242539525032043,0.12451815605163574,0.15122783184051514,3 v 1
13,2023-08-19,A,Wolves,Brighton,season23,A,0.31223225593566895,0.23639556765556335,0.4513722062110901,1 v 4
14,2023-08-19,H,Tottenham,Man United,season23,A,0.2620391249656677,0.29793593287467957,0.4400249421596527,2 v 0
15,2023-08-19,H,Man City,Newcastle,season23,H,0.5747708678245544,0.2308678925037384,0.19436122477054596,1 v 0
16,2023-08-20,H,Aston Villa,Everton,season23,H,0.562293291091919,0.19290201365947723,0.24480471014976501,4 v 0
17,2023-08-20,H,West Ham,Chelsea,season23,A,0.2561931610107422,0.27015143632888794,0.47365543246269226,3 v 1
18,2023-08-21,A,Crystal Palace,Arsenal,season23,A,0.16017110645771027,0.26371699571609497,0.576111912727356,0 v 1
19,2023-08-25,H,Chelsea,Luton,season23,H,0.7037982940673828,0.1942591518163681,0.1019425094127655,3 v 0
20,2023-08-26,A,Bournemouth,Tottenham,season23,A,0.26922908425331116,0.2158942073583603,0.5148767232894897,0 v 2
21,2023-08-26,D,Arsenal,Fulham,season23,H,0.8286824822425842,0.11211319267749786,0.05920429155230522,2 v 2
22,2023-08-26,D,Brentford,Crystal Palace,season23,A,0.3406444489955902,0.29087767004966736,0.3684779405593872,1 v 1
23,2023-08-26,A,Everton,Wolves,season23,H,0.44891995191574097,0.25644442439079285,0.2946356534957886,0 v 1
24,2023-08-26,H,Man United,Nott'm Forest,season23,H,0.6952338218688965,0.17510312795639038,0.12966307997703552,3 v 2
25,2023-08-26,A,Brighton,West Ham,season23,H,0.6972963213920593,0.16362224519252777,0.1390814334154129,1 v 3
26,2023-08-27,A,Burnley,Aston Villa,season23,A,0.3143930435180664,0.3308977782726288,0.3547091484069824,1 v 3
27,2023-08-27,A,Sheffield United,Man City,season23,A,0.135288804769516,0.0901632085442543,0.7745479941368103,1 v 2
28,2023-08-27,A,Newcastle,Liverpool,season23,H,0.39768514037132263,0.244606614112854,0.35770824551582336,1 v 2
29,2023-09-01,A,Luton,West Ham,season23,A,0.25220686197280884,0.28207358717918396,0.4657195210456848,1 v 2
30,2023-09-02,D,Sheffield United,Everton,season23,A,0.27982085943222046,0.24343080818653107,0.4767483174800873,2 v 2
31,2023-09-02,D,Brentford,Bournemouth,season23,H,0.6430618762969971,0.16524524986743927,0.19169285893440247,2 v 2
32,2023-09-02,A,Burnley,Tottenham,season23,A,0.22479155659675598,0.2683212459087372,0.5068871378898621,2 v 5
33,2023-09-02,A,Chelsea,Nott'm Forest,season23,H,0.6513160467147827,0.22776244580745697,0.1209215372800827,0 v 1
34,2023-09-02,H,Man City,Fulham,season23,H,0.8167019486427307,0.1114313080906868,0.07186668366193771,5 v 1
35,2023-09-02,H,Brighton,Newcastle,season23,H,0.4235154092311859,0.26605692505836487,0.3104276657104492,3 v 1
36,2023-09-03,H,Crystal Palace,Wolves,season23,H,0.5418357849121094,0.2463327944278717,0.21183139085769653,3 v 2
37,2023-09-03,H,Liverpool,Aston Villa,season23,H,0.585217297077179,0.22939398884773254,0.18538875877857208,3 v 0
38,2023-09-03,H,Arsenal,Man United,season23,H,0.6020302176475525,0.2247501164674759,0.1732197254896164,3 v 1
39,2023-09-16,A,Wolves,Liverpool,season23,A,0.2056780904531479,0.21277543902397156,0.581546425819397,1 v 3
40,2023-09-16,H,Aston Villa,Crystal Palace,season23,H,0.3919351398944855,0.2744286358356476,0.33363625407218933,3 v 1
41,2023-09-16,H,Fulham,Luton,season23,H,0.554360568523407,0.1994670033454895,0.24617241322994232,1 v 0
42,2023-09-16,A,Man United,Brighton,season23,A,0.39024561643600464,0.2054443359375,0.40431007742881775,1 v 3
43,2023-09-16,H,Tottenham,Sheffield United,season23,H,0.7798391580581665,0.1335408240556717,0.08661999553442001,2 v 1
44,2023-09-16,A,West Ham,Man City,season23,A,0.14955557882785797,0.13954545557498932,0.7108989953994751,1 v 3
45,2023-09-16,H,Newcastle,Brentford,season23,H,0.5689427256584167,0.24792927503585815,0.1831279993057251,1 v 0
46,2023-09-17,D,Bournemouth,Chelsea,season23,A,0.19144730269908905,0.1849547028541565,0.623598039150238,0 v 0
47,2023-09-17,A,Everton,Arsenal,season23,A,0.13853847980499268,0.16269564628601074,0.6987659335136414,0 v 1
48,2023-09-18,D,Nott'm Forest,Burnley,season23,H,0.39225706458091736,0.24292513728141785,0.3648177683353424,1 v 1
49,2023-09-23,D,Crystal Palace,Fulham,season23,H,0.573573648929596,0.25952422618865967,0.16690212488174438,0 v 0
50,2023-09-23,D,Luton,Wolves,season23,H,0.3944177031517029,0.2592281401157379,0.3463541567325592,1 v 1
51,2023-09-23,H,Man City,Nott'm Forest,season23,H,0.8573680520057678,0.07302715629339218,0.0696047842502594,2 v 0
52,2023-09-23,A,Brentford,Everton,season23,H,0.5558571219444275,0.24642325937747955,0.19771957397460938,1 v 3
53,2023-09-23,A,Burnley,Man United,season23,A,0.18869933485984802,0.22876699268817902,0.5825336575508118,0 v 1
54,2023-09-24,D,Arsenal,Tottenham,season23,H,0.6326478123664856,0.2116432636976242,0.15570896863937378,2 v 2
55,2023-09-24,H,Brighton,Bournemouth,season23,H,0.7194355130195618,0.13655225932598114,0.1440121978521347,3 v 1
56,2023-09-24,A,Chelsea,Aston Villa,season23,H,0.5931894779205322,0.23688726127147675,0.16992329061031342,0 v 1
57,2023-09-24,H,Liverpool,West Ham,season23,H,0.7382001876831055,0.16383658349514008,0.09796321392059326,3 v 1
58,2023-09-24,A,Sheffield United,Newcastle,season23,A,0.10730663686990738,0.1523631364107132,0.7403302192687988,0 v 8
59,2023-09-30,H,Aston Villa,Brighton,season23,A,0.33574017882347107,0.25712472200393677,0.40713512897491455,6 v 1
60,2023-09-30,A,Bournemouth,Arsenal,season23,A,0.1764249950647354,0.1897495985031128,0.6338253617286682,0 v 4
61,2023-09-30,A,Everton,Luton,season23,H,0.6811433434486389,0.1848057508468628,0.13405092060565948,1 v 2
62,2023-09-30,A,Man United,Crystal Palace,season23,H,0.5847064256668091,0.21598252654075623,0.1993110626935959,0 v 1
63,2023-09-30,H,Newcastle,Burnley,season23,H,0.6863574385643005,0.1600569486618042,0.15358561277389526,2 v 0
64,2023-09-30,H,West Ham,Sheffield United,season23,H,0.682575523853302,0.16171887516975403,0.15570561587810516,2 v 0
65,2023-09-30,H,Wolves,Man City,season23,A,0.1061338484287262,0.17640413343906403,0.7174620032310486,2 v 1
66,2023-09-30,H,Tottenham,Liverpool,season23,A,0.2773592472076416,0.29564568400382996,0.42699503898620605,2 v 1
67,2023-10-01,D,Nott'm Forest,Brentford,season23,D,0.2815539836883545,0.3603178858757019,0.3581281006336212,1 v 1
68,2023-10-02,A,Fulham,Chelsea,season23,A,0.3340376913547516,0.24374140799045563,0.4222208857536316,0 v 2
69,2023-10-03,A,Luton,Burnley,season23,A,0.3613484501838684,0.24192287027835846,0.3967287242412567,1 v 2
70,2023-10-07,A,Luton,Tottenham,season23,A,0.14464940130710602,0.2353764772415161,0.6199740767478943,0 v 1
71,2023-10-07,A,Burnley,Chelsea,season23,A,0.17730891704559326,0.26959872245788574,0.553092360496521,1 v 4
72,2023-10-07,H,Everton,Bournemouth,season23,H,0.4624997675418854,0.30498525500297546,0.23251493275165558,3 v 0
73,2023-10-07,H,Fulham,Sheffield United,season23,H,0.6201105713844299,0.23441848158836365,0.14547090232372284,3 v 1
74,2023-10-07,H,Man United,Brentford,season23,H,0.4950580894947052,0.2642562985420227,0.24068564176559448,2 v 1
75,2023-10-07,D,Crystal Palace,Nott'm Forest,season23,H,0.45680350065231323,0.363303005695343,0.17989355325698853,0 v 0
76,2023-10-08,D,Brighton,Liverpool,season23,A,0.26840940117836,0.25484928488731384,0.4767412841320038,2 v 2
77,2023-10-08,D,West Ham,Newcastle,season23,A,0.2799373269081116,0.1946762353181839,0.525386393070221,2 v 2
78,2023-10-08,D,Wolves,Aston Villa,season23,A,0.2873094081878662,0.2238180786371231,0.48887255787849426,1 v 1
79,2023-10-08,H,Arsenal,Man City,season23,A,0.3398568630218506,0.27064049243927,0.3895026445388794,1 v 0
80,2023-10-21,H,Liverpool,Everton,season23,H,0.6741231083869934,0.20309002697467804,0.12278688699007034,2 v 0
81,2023-10-21,A,Bournemouth,Wolves,season23,H,0.37033429741859436,0.36171868443489075,0.2679470479488373,1 v 2
82,2023-10-21,H,Brentford,Burnley,season23,H,0.6162722706794739,0.18290860950946808,0.20081913471221924,3 v 0
83,2023-10-21,H,Man City,Brighton,season23,H,0.6573792099952698,0.22711893916130066,0.11550188064575195,2 v 1
84,2023-10-21,H,Newcastle,Crystal Palace,season23,H,0.7386250495910645,0.1506681740283966,0.11070679873228073,4 v 0
85,2023-10-21,D,Nott'm Forest,Luton,season23,H,0.5692256093025208,0.22236976027488708,0.20840466022491455,2 v 2
86,2023-10-21,D,Chelsea,Arsenal,season23,A,0.32689911127090454,0.2554682493209839,0.41763266921043396,2 v 2
87,2023-10-21,A,Sheffield United,Man United,season23,A,0.11396915465593338,0.15487053990364075,0.7311602830886841,1 v 2
88,2023-10-22,H,Aston Villa,West Ham,season23,H,0.5619465112686157,0.2595067322254181,0.17854681611061096,4 v 1
89,2023-10-23,H,Tottenham,Fulham,season23,H,0.6441904902458191,0.22317929565906525,0.13263022899627686,2 v 0
90,2023-10-27,A,Crystal Palace,Tottenham,season23,A,0.19913910329341888,0.2352609634399414,0.5655999183654785,1 v 2
91,2023-10-28,A,Chelsea,Brentford,season23,H,0.5548117756843567,0.21790988743305206,0.22727830708026886,0 v 2
92,2023-10-28,H,Arsenal,Sheffield United,season23,H,0.8626238703727722,0.09510698169469833,0.04226916655898094,5 v 0
93,2023-10-28,H,Bournemouth,Burnley,season23,H,0.4189486801624298,0.26073282957077026,0.3203185200691223,2 v 1
94,2023-10-28,D,Wolves,Newcastle,season23,A,0.23923121392726898,0.23897121846675873,0.5217975378036499,2 v 2
95,2023-10-29,A,West Ham,Everton,season23,H,0.38145896792411804,0.27607566118240356,0.342465341091156,0 v 1
96,2023-10-29,H,Aston Villa,Luton,season23,H,0.7630391716957092,0.1430646926164627,0.09389613568782806,3 v 1
97,2023-10-29,D,Brighton,Fulham,season23,H,0.6535917520523071,0.18182672560214996,0.1645815223455429,1 v 1
98,2023-10-29,H,Liverpool,Nott'm Forest,season23,H,0.7799844741821289,0.12138643860816956,0.09862910211086273,3 v 0
99,2023-10-29,A,Man United,Man City,season23,A,0.22283552587032318,0.2017873227596283,0.5753771662712097,0 v 3
100,2023-11-04,A,Fulham,Man United,season23,A,0.26140275597572327,0.23358425498008728,0.5050129890441895,0 v 1
101,2023-11-04,H,Brentford,West Ham,season23,H,0.47548800706863403,0.2425534427165985,0.28195855021476746,3 v 2
102,2023-11-04,A,Burnley,Crystal Palace,season23,A,0.2658693492412567,0.3352769613265991,0.39885368943214417,0 v 2
103,2023-11-04,D,Everton,Brighton,season23,A,0.28211864829063416,0.19955205917358398,0.5183292627334595,1 v 1
104,2023-11-04,H,Man City,Bournemouth,season23,H,0.8786154985427856,0.08006531000137329,0.04131919890642166,6 v 1
105,2023-11-04,H,Sheffield United,Wolves,season23,A,0.29978471994400024,0.2631579637527466,0.4370572566986084,2 v 1
106,2023-11-04,H,Newcastle,Arsenal,season23,A,0.27197301387786865,0.3115714490413666,0.41645553708076477,1 v 0
107,2023-11-05,H,Nott'm Forest,Aston Villa,season23,A,0.25194358825683594,0.21847006678581238,0.5295863747596741,2 v 0
108,2023-11-05,D,Luton,Liverpool,season23,A,0.09142154455184937,0.13231751322746277,0.7762609720230103,1 v 1
109,2023-11-06,A,Tottenham,Chelsea,season23,H,0.4291841685771942,0.25758951902389526,0.3132263422012329,1 v 4
110,2023-11-11,H,Wolves,Tottenham,season23,A,0.32941311597824097,0.2212628573179245,0.44932401180267334,2 v 1
111,2023-11-11,H,Arsenal,Burnley,season23,H,0.7915365695953369,0.1342003345489502,0.07426305115222931,3 v 1
112,2023-11-11,A,Crystal Palace,Everton,season23,H,0.45469656586647034,0.2624646723270416,0.2828386723995209,2 v 3
113,2023-11-11,H,Man United,Luton,season23,H,0.7253190279006958,0.14161504805088043,0.13306596875190735,1 v 0
114,2023-11-11,H,Bournemouth,Newcastle,season23,A,0.20122896134853363,0.2466924637556076,0.5520786046981812,2 v 0
115,2023-11-12,H,Aston Villa,Fulham,season23,H,0.6366305351257324,0.15605103969573975,0.2073184698820114,3 v 1
116,2023-11-12,D,Brighton,Sheffield United,season23,H,0.736517608165741,0.17546847462654114,0.0880138948559761,1 v 1
117,2023-11-12,H,Liverpool,Brentford,season23,H,0.7203551530838013,0.16820426285266876,0.1114405170083046,3 v 0
118,2023-11-12,H,West Ham,Nott'm Forest,season23,H,0.5793571472167969,0.2016129195690155,0.21902991831302643,3 v 2
119,2023-11-12,D,Chelsea,Man City,season23,A,0.2024753987789154,0.20371071994304657,0.5938138961791992,4 v 4
120,2023-11-25,D,Man City,Liverpool,season23,H,0.6890595555305481,0.16181255877017975,0.14912790060043335,1 v 1
121,2023-11-25,A,Burnley,West Ham,season23,A,0.2951969802379608,0.27446889877319336,0.4303341209888458,1 v 2
122,2023-11-25,H,Luton,Crystal Palace,season23,A,0.31482115387916565,0.2629617154598236,0.42221716046333313,2 v 1
123,2023-11-25,H,Newcastle,Chelsea,season23,A,0.3035874664783478,0.30243659019470215,0.39397600293159485,4 v 1
124,2023-11-25,A,Nott'm Forest,Brighton,season23,A,0.254309743642807,0.25789421796798706,0.48779597878456116,2 v 3
125,2023-11-25,A,Sheffield United,Bournemouth,season23,A,0.27428582310676575,0.2640741169452667,0.46164003014564514,1 v 3
126,2023-11-25,A,Brentford,Arsenal,season23,A,0.19676707684993744,0.22129257023334503,0.5819402933120728,0 v 1
127,2023-11-26,A,Tottenham,Aston Villa,season23,A,0.3074941039085388,0.29347649216651917,0.39902937412261963,1 v 2
128,2023-11-26,A,Everton,Man United,season23,A,0.3141966760158539,0.3096989393234253,0.3761043846607208,0 v 3
129,2023-11-27,H,Fulham,Wolves,season23,H,0.4343118369579315,0.2977888584136963,0.2678992450237274,3 v 2
130,2023-12-02,H,Arsenal,Wolves,season23,H,0.7202845215797424,0.1945040225982666,0.08521147072315216,2 v 1
131,2023-12-02,H,Brentford,Luton,season23,H,0.7385219931602478,0.15439678728580475,0.10708121210336685,3 v 1
132,2023-12-02,H,Burnley,Sheffield United,season23,H,0.6194329857826233,0.22083845734596252,0.1597285270690918,5 v 0
133,2023-12-02,A,Nott'm Forest,Everton,season23,A,0.31328174471855164,0.2851400673389435,0.4015781879425049,0 v 1
134,2023-12-02,H,Newcastle,Man United,season23,H,0.44985470175743103,0.27812764048576355,0.2720176875591278,1 v 0
135,2023-12-03,D,Bournemouth,Aston Villa,season23,A,0.31047073006629944,0.23639395833015442,0.45313534140586853,2 v 2
136,2023-12-03,H,Chelsea,Brighton,season23,H,0.5727250576019287,0.2217186838388443,0.2055562287569046,3 v 2
137,2023-12-03,H,Liverpool,Fulham,season23,H,0.7209103107452393,0.14547979831695557,0.13360992074012756,4 v 3
138,2023-12-03,D,West Ham,Crystal Palace,season23,H,0.3912927210330963,0.3110109567642212,0.2976962924003601,1 v 1
139,2023-12-03,D,Man City,Tottenham,season23,H,0.7508556842803955,0.14742125570774078,0.10172299295663834,3 v 3
140,2023-12-05,H,Wolves,Burnley,season23,H,0.5406097769737244,0.23281781375408173,0.2265724092721939,1 v 0
141,2023-12-05,A,Luton,Arsenal,season23,A,0.07344306260347366,0.1352023482322693,0.7913545966148376,3 v 4
142,2023-12-06,H,Brighton,Brentford,season23,H,0.5346948504447937,0.25199374556541443,0.21331146359443665,2 v 1
143,2023-12-06,A,Crystal Palace,Bournemouth,season23,H,0.4377771019935608,0.27076271176338196,0.29146021604537964,0 v 2
144,2023-12-06,H,Fulham,Nott'm Forest,season23,H,0.44806018471717834,0.3082786202430725,0.24366122484207153,5 v 0
145,2023-12-06,A,Sheffield United,Liverpool,season23,A,0.11734171956777573,0.12187119573354721,0.7607870697975159,0 v 2
146,2023-12-06,H,Aston Villa,Man City,season23,A,0.17202946543693542,0.21969254314899445,0.6082779765129089,1 v 0
147,2023-12-06,H,Man United,Chelsea,season23,H,0.3733247220516205,0.31221750378608704,0.3144577741622925,2 v 1
148,2023-12-07,H,Everton,Newcastle,season23,A,0.30402034521102905,0.25881555676460266,0.4371640384197235,3 v 0
149,2023-12-07,A,Tottenham,West Ham,season23,H,0.5414077639579773,0.2784639000892639,0.180128276348114,1 v 2
150,2023-12-09,A,Crystal Palace,Liverpool,season23,A,0.18167376518249512,0.21311959624290466,0.6052066683769226,1 v 2
151,2023-12-09,D,Brighton,Burnley,season23,H,0.7101616859436035,0.17829175293445587,0.11154653877019882,1 v 1
152,2023-12-09,A,Man United,Bournemouth,season23,H,0.6123069524765015,0.19740501046180725,0.1902879774570465,0 v 3
153,2023-12-09,H,Sheffield United,Brentford,season23,A,0.19562137126922607,0.19316063821315765,0.6112180352210999,1 v 0
154,2023-12-09,D,Wolves,Nott'm Forest,season23,H,0.5484064221382141,0.25379544496536255,0.19779814779758453,1 v 1
155,2023-12-09,H,Aston Villa,Arsenal,season23,A,0.2583675682544708,0.25778740644454956,0.4838450849056244,1 v 0
156,2023-12-10,H,Everton,Chelsea,season23,H,0.4171992242336273,0.21328890323638916,0.3695119321346283,2 v 0
157,2023-12-10,H,Fulham,West Ham,season23,H,0.4437396228313446,0.2691689133644104,0.2870914041996002,5 v 0
158,2023-12-10,A,Luton,Man City,season23,A,0.07975039631128311,0.10926098376512527,0.8109886646270752,1 v 2
159,2023-12-10,H,Tottenham,Newcastle,season23,H,0.43566420674324036,0.2589170038700104,0.30541881918907166,4 v 1
160,2023-12-15,A,Nott'm Forest,Tottenham,season23,A,0.19907495379447937,0.24879907071590424,0.5521259903907776,0 v 2
161,2023-12-16,H,Chelsea,Sheffield United,season23,H,0.7296829223632812,0.196446493268013,0.07387059181928635,2 v 0
162,2023-12-16,D,Man City,Crystal Palace,season23,H,0.8050082921981812,0.10997532308101654,0.08501642942428589,2 v 2
163,2023-12-16,H,Newcastle,Fulham,season23,H,0.5653617978096008,0.22734573483467102,0.20729248225688934,3 v 0
164,2023-12-16,A,Burnley,Everton,season23,H,0.3732680380344391,0.33857637643814087,0.28815561532974243,0 v 2
165,2023-12-17,H,Arsenal,Brighton,season23,H,0.6496211290359497,0.21807682514190674,0.13230203092098236,2 v 0
166,2023-12-17,A,Brentford,Aston Villa,season23,A,0.2864251136779785,0.24006424844264984,0.4735106825828552,1 v 2
167,2023-12-17,H,West Ham,Wolves,season23,H,0.41305774450302124,0.2823600769042969,0.30458223819732666,3 v 0
168,2023-12-17,D,Liverpool,Man United,season23,H,0.7369387149810791,0.14578449726104736,0.11727682501077652,0 v 0
169,2023-12-21,D,Crystal Palace,Brighton,season23,A,0.2735055387020111,0.25859859585762024,0.46789589524269104,1 v 1
170,2023-12-22,D,Aston Villa,Sheffield United,season23,H,0.7341458797454834,0.18766388297080994,0.07819017767906189,1 v 1
171,2023-12-23,H,West Ham,Man United,season23,A,0.2823694348335266,0.24077239632606506,0.4768581986427307,2 v 0
172,2023-12-23,A,Fulham,Burnley,season23,H,0.6266312599182129,0.20394949615001678,0.16941925883293152,0 v 2
173,2023-12-23,H,Luton,Newcastle,season23,A,0.1782291680574417,0.2207145243883133,0.6010563373565674,1 v 0
174,2023-12-23,A,Nott'm Forest,Bournemouth,season23,A,0.31201523542404175,0.31927093863487244,0.3687138557434082,2 v 3
175,2023-12-23,H,Tottenham,Everton,season23,H,0.5197964906692505,0.26908981800079346,0.21111373603343964,2 v 1
176,2023-12-23,D,Liverpool,Arsenal,season23,H,0.36558130383491516,0.2804870009422302,0.3539316952228546,1 v 1
177,2023-12-24,H,Wolves,Chelsea,season23,A,0.2853815257549286,0.20126430690288544,0.5133541226387024,2 v 1
178,2023-12-26,A,Newcastle,Nott'm Forest,season23,H,0.6504955291748047,0.23888909816741943,0.11061535030603409,1 v 3
179,2023-12-26,H,Bournemouth,Fulham,season23,H,0.45193421840667725,0.25421884655952454,0.2938469648361206,3 v 0
180,2023-12-26,A,Sheffield United,Luton,season23,H,0.38642117381095886,0.32634034752845764,0.2872384488582611,2 v 3
181,2023-12-26,A,Burnley,Liverpool,season23,A,0.14480805397033691,0.24923500418663025,0.6059569716453552,0 v 2
182,2023-12-26,H,Man United,Aston Villa,season23,A,0.3710768520832062,0.255566269159317,0.3733568489551544,3 v 2
183,2023-12-27,A,Brentford,Wolves,season23,H,0.48094257712364197,0.2477932870388031,0.27126413583755493,1 v 4
184,2023-12-27,H,Chelsea,Crystal Palace,season23,H,0.6110769510269165,0.18903978168964386,0.19988320767879486,2 v 1
185,2023-12-27,A,Everton,Man City,season23,A,0.15246841311454773,0.1509677767753601,0.6965638399124146,1 v 3
186,2023-12-28,H,Brighton,Tottenham,season23,H,0.407877117395401,0.2568861246109009,0.33523672819137573,4 v 2
187,2023-12-28,A,Arsenal,West Ham,season23,H,0.7033138871192932,0.1987263411283493,0.09795975685119629,0 v 2
188,2023-12-30,A,Luton,Chelsea,season23,A,0.14238768815994263,0.165147066116333,0.6924652457237244,2 v 3
189,2023-12-30,H,Aston Villa,Burnley,season23,H,0.7557053565979004,0.1567433625459671,0.0875513106584549,3 v 2
